1.69732	2048
1.83759	2560
1.85376	1536
2.10716	3072
2.54253	1024
3.72922	2048
5.2262	1024
5.47627	512
5.50581	0
5.75401	2048
6.26981	1024
7.14871	2560
7.17006	1536
7.79346	2048
10.1662	2048
10.511	1024
10.7458	3072
11.1222	2560
11.9491	1536
12.8851	2048
14.9408	2560
15.0864	1024
16.888	1536
17.651	3072
18.5453	2560
19.7623	1024
21.7955	1536
22.0558	2560
22.1369	1024
23.1485	1024
24.3827	3072
25.6132	2560
27.8457	1536
29.2598	2560
32.9915	2560
36.8776	2560
39.0807	3072
40.9257	2560
45.3007	2560
48.89	1024
50.2565	2560
51.6937	1024
52.7402	1024
91.1915	1024
93.8476	1024
94.889	1024
106.666	3072
106.995	2560
108.533	0
108.584	2048
108.9	512
111.124	2048
111.648	1024
111.723	2560
113.769	3072
114.573	2048
114.649	1024
115.807	1024
115.898	2560
116.588	1536
117.07	2048
119.569	2048
120.019	2560
120.245	3072
124.027	2560
128.517	2560
129.252	1024
129.811	3072
131.5	1024
132.532	1024
133.967	2560
179.528	1024
182.189	1024
183.196	1024
186.352	1024
187.39	1024
189.058	1024
190.075	1024
200.846	3072
201.235	2560
203.417	0
203.579	512
204.858	2048
206.519	2560
207.205	1536
208.452	3072
211.152	2560
211.742	1024
215.358	3072
215.657	2560
220.502	2560
221.663	1024
223.379	1024
224.52	1024
226.98	2560
274.812	1024
277.301	1024
278.467	1024
283.683	3072
285.333	2560
287.409	2048
287.471	0
287.663	512
289.503	1024
290.623	2048
290.627	1536
290.841	2560
291.59	3072
292.171	1024
293.308	1024
295.619	2560
298.863	3072
300.543	2560
306.249	2560
323.433	2048
344.843	1024
347.562	1024
348.535	1024
364.616	3072
366.389	2560
369.048	0
369.114	512
370.288	1024
371.537	1536
371.943	2560
372.622	3072
373.447	1024
374.682	1024
376.752	2560
379.924	3072
381.711	2560
388.362	2560
424.708	1024
427.26	1024
428.587	1024
445.15	3072
448.433	2048
448.492	2560
449.968	0
450.059	512
451.092	1024
451.094	2048
451.834	1536
452.512	3072
453.572	2560
454.415	1024
455.585	1024
458.216	2560
459.938	3072
463.297	2560
506.182	1024
508.64	1024
509.818	1024
512.175	1024
513.189	1024
524.939	3072
526.405	2560
529.946	2048
530.004	0
530.124	512
531.539	1536
532.111	2560
533.062	3072
534.5	1024
536.982	2560
538.355	1024
539.596	1024
540.643	3072
541.943	2560
579.179	2048
583.32	2048
589.409	1024
591.962	1024
593.074	1024
597.32	1024
598.366	1024
605.45	3072
606.355	2560
610.562	0
610.829	512
611.707	1536
612.416	2560
613.797	3072
616.126	1024
617.4	2560
619.143	1024
620.271	1024
621.636	3072
622.235	2560
673.425	1024
676.502	1024
677.548	1024
680.551	1024
681.542	1024
684.326	1024
685.378	1024
1.6514	2049
1.846	1537
1.85153	2561
2.09629	3073
2.50031	1025
3.61657	2049
5.15765	1025
5.55812	513
5.60446	2049
5.7262	1
6.20621	1025
7.14175	2561
7.4153	1537
7.62479	2049
9.98384	2049
10.1646	3073
10.2962	1025
11.209	2561
12.4756	1537
12.5945	2049
14.6936	1025
15.0884	2561
16.7327	3073
17.6434	1537
18.8132	2561
19.0925	1025
20.7679	1025
22.2209	1025
22.4403	2561
22.8748	1537
23.0159	3073
26.0605	2561
29.8242	2561
32.4624	3073
33.6959	2561
37.6754	2561
41.5875	2561
44.314	1025
45.4834	2561
47.2547	1025
48.2893	1025
49.7955	2561
87.6724	1025
90.4412	1025
91.5309	1025
106.738	3073
107.637	2561
107.911	2049
108.801	513
109.351	1
110.245	2049
110.715	1025
112.496	2561
113.279	2049
113.53	3073
113.634	1025
114.774	1025
115.579	2049
116.879	2561
117.47	1537
118.02	2049
119.68	3073
121.143	2561
122.588	1025
125.565	1025
125.633	2561
126.592	1025
126.957	3073
130.62	2561
175.114	1025
177.925	1025
178.975	1025
200.785	3073
201.646	2561
203.449	513
203.736	2049
203.87	1
204.013	1025
206.679	2561
206.781	2049
206.86	1025
207.888	3073
208.124	1025
209.437	1537
211.264	2561
214.228	3073
215.397	1025
215.984	2561
216.912	2561
218.439	1025
219.542	1025
221.77	2561
267.907	1025
270.819	1025
271.81	1025
283.523	3073
285.876	2561
287.019	2049
287.588	513
288.045	1
289.685	1025
289.918	2049
291.044	3073
291.189	2561
292.727	1025
293.926	1537
293.983	1025
296.053	2561
297.839	3073
301.044	2561
308.103	2561
344.322	1025
346.734	1025
348.062	1025
364.274	3073
368.099	2049
369.148	513
369.719	2561
369.771	1025
369.879	1
371.138	2049
371.884	3073
372.746	1025
373.945	1025
374.54	1537
374.56	2561
378.603	3073
379.417	2561
384.908	2561
389.926	1025
392.373	1025
393.447	1025
440.967	1025
442.787	1025
443.903	1025
444.95	3073
448.127	2561
448.938	2049
450.085	513
450.73	1
452.102	2049
452.217	1025
452.588	3073
453.293	2561
454.824	1537
454.936	1025
456.064	1025
458.126	2561
459.535	3073
463.425	2561
509.332	1025
511.892	1025
513.056	1025
524.738	3073
528.053	2561
528.789	2049
530.182	513
530.817	1
531.222	1025
532.077	2049
532.469	3073
533.158	2561
534.302	1025
534.434	1537
535.035	2049
535.426	1025
538.027	2561
539.571	3073
543.521	2561
587.189	1025
589.615	1025
590.721	1025
605.295	3073
608.227	2561
610.64	513
610.731	2049
611.549	1
611.6	1025
613.041	3073
613.488	2561
614.205	1537
614.806	1025
615.978	1025
618.33	2561
620.134	3073
623.655	2561
666.296	1025
668.936	1025
670	1025
673.494	1025
674.574	1025
1.54631	2050
1.71411	2562
1.76401	1538
2.04818	3074
2.36274	1026
3.47354	2050
4.90237	1026
5.45101	2050
5.4688	2
5.65507	514
5.94779	1026
6.39285	2562
7.45222	2050
8.05012	1538
9.80293	2050
9.98068	1026
10.1317	2562
11.9491	3074
12.4639	2050
13.6737	2562
13.786	1538
14.2474	1026
17.1203	2562
18.4218	1026
19.0989	3074
19.5231	1538
20.2278	1026
20.4203	2562
21.3946	1026
23.7267	2562
27.0772	2562
28.5309	3074
30.484	2562
33.9966	2562
37.6298	2562
40.8491	1026
41.3825	2562
43.4775	1026
44.535	1026
45.2913	2562
46.5517	1538
49.4551	2562
56.1054	2562
83.7568	1026
84.9556	1026
86.8478	1026
87.8258	1026
87.9631	1026
91.6382	1026
92.6717	1026
106.574	3074
106.84	2050
107.022	2562
108.04	2
108.876	514
109.2	2050
111.343	2562
112.086	1026
112.131	2050
114.314	2050
114.462	3074
115.205	2562
115.226	1026
116.375	1026
116.624	2050
118.955	2562
121.63	3074
122.664	2562
126.398	1026
126.518	2562
127.86	1026
129.522	1026
130.565	1026
130.885	2562
136.118	2562
175.469	1026
177.431	1026
178.428	1026
200.591	3074
201.111	2562
202.451	2050
203.119	1026
203.261	2
203.553	514
205.42	2050
205.636	2562
205.843	1026
207.077	1026
209.012	3074
209.698	2562
211.142	1538
213.391	1026
213.696	2562
216.137	1026
217.216	1026
217.398	3074
217.727	2562
222.153	2562
227.984	2562
263.848	1026
266.422	1026
267.687	1026
283.242	3074
284.461	2562
285.509	2050
287.074	2
287.588	514
287.803	1026
288.408	2050
289.144	2562
290.575	1026
291.808	1026
292.506	3074
293.455	2562
297.684	2562
299.461	1538
300.359	1026
301.975	2562
302.092	1026
303.183	1026
304.007	3074
306.881	2562
350	1026
352.789	1026
353.705	1026
364.566	3074
365.388	2562
366.749	2050
368.488	2
369.273	514
369.628	1026
369.73	2050
370.093	2562
372.36	1026
373.623	1026
373.772	3074
374.411	2562
378.631	2562
383.181	2562
383.416	1538
388.866	2562
420.619	1026
423.106	1026
424.255	1026
444.966	3074
445.904	2562
447.432	2050
449.206	1026
449.461	2
450.246	514
450.443	2050
450.708	2562
452.195	1026
453.429	1026
454.252	3074
455.069	2562
459.346	2562
461.052	1026
463.651	1026
463.861	2562
464.704	1026
466.539	1538
469.535	2562
510.781	1026
513.621	1026
514.791	1026
524.645	3074
525.955	2562
527.156	2050
529.603	2
530.222	2050
530.417	514
530.586	1026
530.638	2562
533.383	1026
533.859	3074
534.617	1026
534.985	2562
539.273	2562
543.955	2562
551.163	2562
581.632	1026
584.267	1026
585.49	1026
586.617	1026
590.202	1026
591.265	1026
604.928	3074
606.231	2562
607.475	2050
610.188	2
610.502	2050
610.858	514
611.016	2562
612.228	1538
612.566	1026
614.415	3074
615.428	2562
615.665	1026
616.856	1026
619.561	2562
624.319	2562
652.699	1026
655.555	1026
656.689	1026
688.283	3074
697.387	1026
1.6514	2051
1.77942	2563
1.84512	1539
2.10606	3075
2.4659	1027
3.64087	2051
5.09599	1027
5.46196	515
5.62226	2051
5.7327	3
6.15104	1027
6.86112	2563
7.19581	1539
7.63983	2051
9.97524	2051
10.264	1027
10.6727	2563
11.5486	3075
11.9463	1539
12.5945	2051
14.4663	2563
14.6734	1027
16.8111	1539
18.0182	2563
18.7013	3075
19.1837	1027
21.3773	1027
21.5148	2563
22.0086	1539
22.4013	1027
24.9549	2563
26.4821	3075
27.5209	1539
28.4681	2563
32.1132	2563
33.3652	1539
35.7946	2563
39.3564	2563
40.3777	1539
43.1068	2563
45.7798	1027
47.2749	2563
48.6842	1027
49.7461	1027
52.0791	2563
84.7191	515
85.93	515
88.3905	1027
89.783	1027
90.9638	1027
95.6048	1027
96.6365	1027
106.663	3075
107.035	2563
107.448	2051
109.09	3
109.816	2051
111.636	2563
112.961	2051
113.62	1027
114.204	3075
115.363	2051
115.791	2563
116.853	1027
117.941	2051
118.06	1027
119.814	2563
120.768	3075
122.444	1539
123.862	2563
128.262	2563
133.962	2563
169.9	1027
171.042	1027
176.806	1027
179.619	1027
180.923	1027
200.763	3075
201.051	2563
203.083	515
203.155	2051
203.802	3
205.843	2563
206.469	2051
207.004	1027
208.744	3075
210.173	2563
210.675	1539
211.83	1027
213.224	1027
214.37	2563
216.088	3075
218.755	2563
224.358	2563
257.308	1027
260	1027
260.924	1027
283.763	3075
284.569	2563
286.3	2051
287.165	515
287.588	1027
288.113	3
289.254	2051
289.573	2563
290.582	1027
291.781	1027
292.218	3075
292.933	1539
294.144	2563
298.797	2563
300.333	1027
300.878	3075
303.395	1027
303.873	2563
304.447	1027
351.736	1027
354.642	1027
355.581	1027
364.56	3075
365.573	2563
367.436	2051
368.632	515
369.537	3
370.627	2563
370.627	2051
370.703	1027
373.021	3075
373.555	1027
373.701	1539
374.701	1027
375.211	2563
379.738	2563
381.749	3075
384.803	2563
393.889	2563
425.639	1027
428.361	1027
429.327	1027
445.302	3075
447.454	2563
448.161	2051
449.671	515
450.577	1027
450.673	3
451.531	2051
452.5	2563
453.296	1539
453.551	1027
453.891	3075
454.734	1027
457.098	2563
462.154	2563
463.18	3075
467.729	2563
505.839	1027
508.239	1027
509.635	1027
524.943	3075
526.225	2563
527.936	2051
529.683	515
530.508	1027
530.671	3
531.32	2563
531.377	2051
532.469	1539
533.488	1027
533.592	3075
534.66	1027
535.952	2563
540.809	2563
543.509	3075
547.23	2563
583.781	1027
586.285	1027
587.647	1027
605.409	3075
606.685	2563
608.085	2051
610.314	515
610.488	1027
611.287	3
611.557	2051
611.768	2563
612.471	1539
613.522	1027
614.135	3075
614.741	1027
616.402	2563
621.3	2563
624.696	3075
627.436	2563
668.294	1027
670.939	1027
671.82	1027
698.785	2051
1.6873	2052
1.82413	2564
1.85263	1540
2.11227	3076
2.5217	1028
3.70008	2052
5.18977	1028
5.60348	4
5.68672	2052
5.79154	516
6.24085	1028
6.65148	2564
7.3114	1540
7.68937	2052
9.99388	2052
10.3394	1028
10.3713	2564
11.8134	3076
12.1252	1540
12.589	2052
13.9775	2564
14.8234	1028
17.1148	1540
17.4311	2564
18.9483	3076
19.3157	1028
20.7281	2564
21.0699	1028
22.3587	1028
22.5091	1540
24.0869	2564
27.4453	2564
28.1564	3076
28.2233	1540
30.8483	2564
34.3995	2564
35.5258	1540
38.0453	2564
41.7877	2564
45.3573	1028
45.5607	2564
48.169	1028
49.2183	1028
49.5177	2564
54.4428	2564
82.203	1028
83.7336	1028
85.1499	1028
86.6719	1028
106.526	3076
107.05	2564
107.312	2052
108.848	4
109.006	1028
109.013	516
109.728	2052
111.383	2564
111.741	1028
112.894	2052
113.047	1028
114.301	3076
115.324	2564
115.324	2052
117.725	2052
119.041	2564
119.199	1028
120.748	1540
120.89	2052
121.29	3076
122.024	1028
122.835	2564
123.071	1028
126.793	2564
131.445	2564
172.942	1028
175.748	1028
176.853	1028
200.64	3076
200.908	2564
203.298	1028
203.422	4
203.445	2052
203.875	516
205.504	2564
206.061	1028
206.895	2052
207.364	1028
209.002	3076
209.513	2564
211.026	1540
213.4	2564
214.818	1028
216.83	3076
217.391	2564
217.645	1028
218.712	1028
221.888	2564
269.167	1028
271.803	1028
272.971	1028
283.703	3076
284.316	2564
286.384	2052
287.663	4
287.974	516
289.054	2564
289.353	1028
289.405	2052
292.24	1028
292.612	3076
293.355	2564
293.489	1540
293.489	1028
297.335	2564
298.144	2052
301.724	2564
302.262	3076
307.312	2564
342.835	1028
345.381	1028
346.422	1028
348.893	1028
349.931	1028
364.628	3076
365.529	2564
368.796	2052
369.273	4
369.65	516
370.427	2564
372.466	1028
372.543	2052
373.548	3076
373.594	1540
374.777	2564
376.444	1028
377.804	1028
378.92	2564
383.722	2564
427.911	1028
430.476	1028
431.756	1028
433.951	1028
434.994	1028
444.892	3076
445.854	2564
448.426	2052
450.247	4
450.539	516
450.681	2564
451.82	2052
453.552	1540
453.918	3076
454.482	1028
455.04	2564
457.713	1028
458.893	1028
459.254	2564
463.992	2564
509.496	1028
512.216	1028
513.252	1028
524.556	3076
525.4	2564
528.036	2052
530.255	4
530.32	2564
530.726	516
531.333	1028
531.449	2052
532.793	1540
533.637	3076
534.412	1028
534.696	2564
535.618	1028
538.855	2564
543.23	3076
543.807	2564
588.07	1028
