1.80157	2560
4.92735	2560
7.72372	2560
10.3394	2560
12.7952	2560
15.1905	2560
17.4993	2560
19.9163	2560
22.6435	2560
25.6922	2560
29.08	2560
32.8323	2560
36.8262	2560
41.0444	2560
45.576	2560
50.2779	2560
102.476	2560
105.677	2560
108.468	2560
110.984	2560
113.399	2560
115.787	2560
118.137	2560
120.632	2560
123.601	2560
127.284	2560
132.42	2560
197.656	2560
200.675	2560
203.479	2560
206.141	2560
208.698	2560
211.21	2560
213.764	2560
216.667	2560
220.384	2560
280.556	2560
283.691	2560
286.564	2560
289.272	2560
291.878	2560
294.504	2560
297.199	2560
300.474	2560
305.092	2560
361.298	2560
364.555	2560
367.451	2560
370.185	2560
372.812	2560
375.402	2560
378.212	2560
381.729	2560
386.943	2560
441.765	2560
445.075	2560
447.965	2560
450.725	2560
453.33	2560
455.938	2560
458.802	2560
462.463	2560
521.457	2560
524.666	2560
527.681	2560
530.431	2560
533.083	2560
535.711	2560
538.509	2560
542.095	2560
601.989	2560
605.286	2560
608.197	2560
610.963	2560
613.623	2560
616.314	2560
619.273	2560
622.968	2560
1.84755	2561
5.0336	2561
7.87285	2561
10.5207	2561
13.0802	2561
15.5516	2561
18.063	2561
20.6312	2561
23.4711	2561
26.6786	2561
30.2534	2561
34.0253	2561
38.0232	2561
42.3259	2561
47.2035	2561
103.363	2561
106.432	2561
109.206	2561
111.791	2561
114.311	2561
116.853	2561
119.367	2561
122.17	2561
125.533	2561
129.732	2561
136.473	2561
197.884	2561
200.955	2561
203.79	2561
206.557	2561
209.189	2561
211.803	2561
214.571	2561
216.873	2561
221.298	2561
280.298	2561
283.686	2561
286.659	2561
289.497	2561
292.286	2561
295.011	2561
298.035	2561
301.915	2561
308.743	2561
361.617	2561
364.961	2561
367.91	2561
370.791	2561
373.595	2561
376.395	2561
379.624	2561
383.804	2561
442.111	2561
445.462	2561
448.416	2561
451.254	2561
454.036	2561
456.847	2561
460.075	2561
464.235	2561
521.543	2561
524.979	2561
527.962	2561
530.809	2561
533.586	2561
536.391	2561
539.606	2561
543.828	2561
602.245	2561
605.645	2561
608.748	2561
611.61	2561
614.424	2561
617.185	2561
620.358	2561
624.558	2561
1.70896	2562
5.26104	2562
8.52601	2562
11.5956	2562
14.488	2562
17.2537	2562
20.0712	2562
22.9411	2562
25.8826	2562
28.9583	2562
32.0892	2562
35.4283	2562
38.9208	2562
42.5658	2562
46.4716	2562
50.8491	2562
104.718	2562
108.296	2562
111.39	2562
114.312	2562
117.278	2562
120.255	2562
123.398	2562
126.857	2562
130.67	2562
134.889	2562
198.031	2562
201.744	2562
205.094	2562
208.2	2562
211.245	2562
214.404	2562
217.787	2562
221.529	2562
226.056	2562
282.304	2562
285.876	2562
289.163	2562
292.316	2562
295.467	2562
298.871	2562
302.624	2562
307.021	2562
363.023	2562
366.58	2562
369.898	2562
373.08	2562
376.237	2562
379.621	2562
383.409	2562
388	2562
443.959	2562
447.56	2562
450.847	2562
454.05	2562
457.287	2562
460.813	2562
464.739	2562
469.477	2562
522.861	2562
526.609	2562
530.045	2562
533.284	2562
536.417	2562
539.86	2562
543.666	2562
548.362	2562
603.893	2562
607.654	2562
610.963	2562
614.178	2562
617.411	2562
620.863	2562
624.858	2562
629.761	2562
1.7343	2563
4.84268	2563
7.58566	2563
10.1898	2563
12.6194	2563
14.9709	2563
17.2945	2563
19.7465	2563
22.495	2563
25.4769	2563
28.6696	2563
32.1072	2563
35.7291	2563
39.5506	2563
43.4778	2563
47.8419	2563
53.3268	2563
103.628	2563
106.589	2563
109.232	2563
111.73	2563
114.121	2563
116.487	2563
118.923	2563
121.596	2563
124.768	2563
128.637	2563
133.665	2563
197.548	2563
200.358	2563
203.078	2563
205.556	2563
208.008	2563
210.446	2563
212.919	2563
215.66	2563
218.972	2563
223.304	2563
280.47	2563
283.538	2563
286.342	2563
