0.000000	0	1	1	   -4.3006650767e-04
0.000000	0	2	1	    3.7620200164e-06
0.000000	0	3	1	    3.7620200164e-06
0.000000	0	4	1	    3.7620200164e-06
0.000000	0	5	1	    3.7620200164e-06
0.000000	0	6	1	    3.7620200164e-06
0.000000	0	7	1	    3.7620200164e-06
0.000000	0	8	1	    3.7620200164e-06
0.000000	0	9	1	    3.7620200164e-06
0.000000	0	10	1	    1.1229392391e-08
0.000000	0	11	1	    1.1229392391e-08
0.000000	0	12	1	    1.1229392391e-08
0.000000	0	13	1	    1.1229392391e-08
0.000000	0	14	1	    7.5364164205e-09
0.000000	0	15	1	    7.5364164205e-09
0.000000	0	16	1	    7.5364164205e-09
0.000000	0	17	1	    7.5364164205e-09
0.000000	0	18	1	    7.5364164205e-09
0.000000	0	19	1	    7.5364164205e-09
0.000000	0	20	1	    7.5364164205e-09
0.000000	0	21	1	    7.5364164205e-09
0.000000	0	22	1	    5.8141461116e-09
0.000000	0	23	1	    5.8141461116e-09
0.000000	0	24	1	    5.8141461116e-09
0.000000	0	25	1	    5.8141461116e-09
0.000000	0	26	1	    3.4621092456e-12
0.000000	0	27	1	    3.4621092456e-12
0.000000	0	28	1	    3.4621092456e-12
0.000000	0	29	1	    3.4621092456e-12
0.000000	0	30	1	    3.4621092456e-12
0.000000	0	31	1	    3.4621092456e-12
0.000000	0	32	1	    3.4621092456e-12
0.000000	0	33	1	    3.4621092456e-12
0.000000	0	34	1	    2.6710048098e-12
0.000000	0	35	1	    2.6710048098e-12
0.000000	0	36	1	    2.6710048098e-12
0.000000	0	37	1	    2.6710048098e-12
0.000000	0	38	1	    2.3848485424e-04
0.000000	0	39	1	    6.1316011349e-07
0.000000	0	40	1	    2.6630675447e-07
0.000000	0	41	1	    3.4222854752e-10
0.000000	0	42	1	    3.4222854752e-10
0.000000	0	43	1	    6.2288107119e-13
0.000000	0	44	1	    6.2288107119e-13
0.000000	0	45	1	   -4.5688058549e-16
0.000000	0	46	1	   -4.5688058549e-16
0.000000	0	47	1	   -4.5688058549e-16
0.000000	0	48	1	   -4.5688058549e-16
0.000000	0	49	1	   -4.5688058549e-16
0.000000	0	50	1	   -4.5688058549e-16
0.000000	0	51	1	   -4.5688058549e-16
0.000000	0	52	1	   -4.5688058549e-16
0.000000	0	53	1	    9.0215487125e-19
0.000000	0	54	1	    9.0215487125e-19
0.000000	0	55	1	    9.0215487125e-19
0.000000	0	56	1	    9.0215487125e-19
0.000000	0	57	1	    9.0215487125e-19
0.000000	0	58	1	    9.0215487125e-19
0.000000	0	59	1	    9.0215487125e-19
0.000000	0	60	1	    9.0215487125e-19
0.000000	0	61	1	    9.0215487125e-19
0.000000	0	62	1	    9.0215487125e-19
0.000000	0	63	1	    9.0215487125e-19
0.000000	0	64	1	    9.0215487125e-19
0.000000	0	65	1	    9.0215487125e-19
0.000000	0	66	1	    9.0215487125e-19
0.000000	0	67	1	    9.0215487125e-19
0.000000	0	68	1	    9.0215487125e-19
0.000000	0	69	1	    1.5925923892e-04
0.000000	0	70	1	    1.2136632348e-06
0.000000	0	71	1	    1.9626286264e-09
0.000000	0	72	1	    4.4988481094e-12
0.000000	0	73	1	    1.9626286264e-09
0.000000	0	74	1	    4.4988481094e-12
0.000000	512	1	1	   -5.1089917906e-04
0.000000	512	2	1	    4.6770214962e-06
0.000000	512	3	1	    4.6770214962e-06
0.000000	512	4	1	    4.6770214962e-06
0.000000	512	5	1	    4.6770214962e-06
0.000000	512	6	1	    4.6770214962e-06
0.000000	512	7	1	    4.6770214962e-06
0.000000	512	8	1	    4.6770214962e-06
0.000000	512	9	1	    4.6770214962e-06
0.000000	512	10	1	    1.4794661258e-08
0.000000	512	11	1	    1.4794661258e-08
0.000000	512	12	1	    1.4794661258e-08
0.000000	512	13	1	    1.4794661258e-08
0.000000	512	14	1	    7.9565623158e-09
0.000000	512	15	1	    7.9565623158e-09
0.000000	512	16	1	    7.9565623158e-09
0.000000	512	17	1	    7.9565623158e-09
0.000000	512	18	1	    7.9565623158e-09
0.000000	512	19	1	    7.9565623158e-09
0.000000	512	20	1	    7.9565623158e-09
0.000000	512	21	1	    7.9565623158e-09
0.000000	512	22	1	    5.8157831440e-09
0.000000	512	23	1	    5.8157831440e-09
0.000000	512	24	1	    5.8157831440e-09
0.000000	512	25	1	    5.8157831440e-09
0.000000	512	26	1	    3.6551532298e-12
0.000000	512	27	1	    3.6551532298e-12
0.000000	512	28	1	    3.6551532298e-12
0.000000	512	29	1	    3.6551532298e-12
0.000000	512	30	1	    3.6551532298e-12
0.000000	512	31	1	    3.6551532298e-12
0.000000	512	32	1	    3.6551532298e-12
0.000000	512	33	1	    3.6551532298e-12
0.000000	512	34	1	    2.6717187329e-12
0.000000	512	35	1	    2.6717187329e-12
0.000000	512	36	1	    2.6717187329e-12
0.000000	512	37	1	    2.6717187329e-12
0.000000	512	38	1	    2.9650092178e-04
0.000000	512	39	1	    7.9649132861e-07
0.000000	512	40	1	    2.6683915423e-07
0.000000	512	41	1	    3.4291428972e-10
0.000000	512	42	1	    3.4291428972e-10
0.000000	512	43	1	    6.2288107119e-13
0.000000	512	44	1	    6.2288107119e-13
0.000000	512	45	1	   -4.5688058549e-16
0.000000	512	46	1	   -4.5688058549e-16
0.000000	512	47	1	   -4.5688058549e-16
0.000000	512	48	1	   -4.5688058549e-16
0.000000	512	49	1	   -4.5688058549e-16
0.000000	512	50	1	   -4.5688058549e-16
0.000000	512	51	1	   -4.5688058549e-16
0.000000	512	52	1	   -4.5688058549e-16
0.000000	512	53	1	    9.0215487125e-19
0.000000	512	54	1	    9.0215487125e-19
0.000000	512	55	1	    9.0215487125e-19
0.000000	512	56	1	    9.0215487125e-19
0.000000	512	57	1	    9.0215487125e-19
0.000000	512	58	1	    9.0215487125e-19
0.000000	512	59	1	    9.0215487125e-19
0.000000	512	60	1	    9.0215487125e-19
0.000000	512	61	1	    9.0215487125e-19
0.000000	512	62	1	    9.0215487125e-19
0.000000	512	63	1	    9.0215487125e-19
0.000000	512	64	1	    9.0215487125e-19
0.000000	512	65	1	    9.0215487125e-19
0.000000	512	66	1	    9.0215487125e-19
0.000000	512	67	1	    9.0215487125e-19
0.000000	512	68	1	    9.0215487125e-19
0.000000	512	69	1	    1.7443828612e-04
0.000000	512	70	1	    1.3293378521e-06
0.000000	512	71	1	    2.1496877574e-09
0.000000	512	72	1	    4.9274373904e-12
0.000000	512	73	1	    2.1496877574e-09
0.000000	512	74	1	    4.9274373904e-12
0.000000	1024	1	1	   -8.2412875422e-03
0.000000	1024	2	1	    9.2168048182e-05
0.000000	1024	3	1	    9.2168048182e-05
0.000000	1024	4	1	    9.2168048182e-05
0.000000	1024	5	1	    9.2168048182e-05
0.000000	1024	6	1	    9.2168048182e-05
0.000000	1024	7	1	    9.2168048182e-05
0.000000	1024	8	1	    9.2168048182e-05
0.000000	1024	9	1	    9.2168048182e-05
0.000000	1024	10	1	    3.4541274622e-07
0.000000	1024	11	1	    3.4541274622e-07
0.000000	1024	12	1	    3.4541274622e-07
0.000000	1024	13	1	    3.4541274622e-07
0.000000	1024	14	1	    6.5556964104e-08
0.000000	1024	15	1	    6.5556964104e-08
0.000000	1024	16	1	    6.5556964104e-08
0.000000	1024	17	1	    6.5556964104e-08
0.000000	1024	18	1	    6.5556964104e-08
0.000000	1024	19	1	    6.5556964104e-08
0.000000	1024	20	1	    6.5556964104e-08
0.000000	1024	21	1	    6.5556964104e-08
0.000000	1024	22	1	    2.3394285359e-08
0.000000	1024	23	1	    2.3394285359e-08
0.000000	1024	24	1	    2.3394285359e-08
0.000000	1024	25	1	    2.3394285359e-08
0.000000	1024	26	1	    3.0116074682e-11
0.000000	1024	27	1	    3.0116074682e-11
0.000000	1024	28	1	    3.0116074682e-11
0.000000	1024	29	1	    3.0116074682e-11
0.000000	1024	30	1	    3.0116074682e-11
0.000000	1024	31	1	    3.0116074682e-11
0.000000	1024	32	1	    3.0116074682e-11
0.000000	1024	33	1	    3.0116074682e-11
0.000000	1024	34	1	    1.0747053959e-11
0.000000	1024	35	1	    1.0747053959e-11
0.000000	1024	36	1	    1.0747053959e-11
0.000000	1024	37	1	    1.0747053959e-11
0.000000	1024	38	1	    5.8437646049e-03
0.000000	1024	39	1	    1.7904530446e-05
0.000000	1024	40	1	    1.1100883370e-06
0.000000	1024	41	1	    1.4265622733e-09
0.000000	1024	42	1	    1.4265622733e-09
0.000000	1024	43	1	    2.6143940366e-12
0.000000	1024	44	1	    2.6143940366e-12
0.000000	1024	45	1	    1.3698908435e-15
0.000000	1024	46	1	    1.3698908435e-15
0.000000	1024	47	1	    1.3698908435e-15
0.000000	1024	48	1	    1.3698908435e-15
0.000000	1024	49	1	    1.3698908435e-15
0.000000	1024	50	1	    1.3698908435e-15
0.000000	1024	51	1	    1.3698908435e-15
0.000000	1024	52	1	    1.3698908435e-15
0.000000	1024	53	1	   -1.2774597999e-18
0.000000	1024	54	1	   -1.2774597999e-18
0.000000	1024	55	1	   -1.2774597999e-18
0.000000	1024	56	1	   -1.2774597999e-18
0.000000	1024	57	1	   -1.2774597999e-18
0.000000	1024	58	1	   -1.2774597999e-18
0.000000	1024	59	1	   -1.2774597999e-18
0.000000	1024	60	1	   -1.2774597999e-18
0.000000	1024	61	1	   -1.2774597999e-18
0.000000	1024	62	1	   -1.2774597999e-18
0.000000	1024	63	1	   -1.2774597999e-18
0.000000	1024	64	1	   -1.2774597999e-18
